event_type,step_count,episode_reward,robot_x,robot_y,goal_x,goal_y,goal_dist
collision,59,-276.44386456880926,29.79145094905159,-5.585190444728691,4.589932571540181,1.2473819538093494,26.111311229298867
collision,146,-295.55638818505355,30.247670595760212,-3.8835271503087956,4.548126220093001,1.979711351223139,26.35989656358186
collision,149,-288.7611948715523,31.402587999285373,-2.447974512960757,4.977223205143517,1.7812893927753595,26.761662461211827
collision,45,-285.3603908815914,31.978292454560954,-2.2161770105759033,4.9756185082232145,1.4288002006016778,27.247573453836782
collision,54,-301.04950318779424,32.59413789384303,-1.9138113604746398,4.335079376880105,1.9365751312098909,28.52016592519198
collision,53,-311.90181157807945,33.22559212214821,-1.8151160907473798,4.210956134113141,1.6223053595362011,29.217545546213312
collision,94,-326.3918596756215,34.50996531735321,-2.010366708178405,4.466383577329706,1.3205644623321877,30.227667892713008
collision,108,-353.16862246203027,35.55604556645703,-2.7039882232036385,4.362040425193465,1.7002385456236158,31.503383472008725
timeout,150,-295.721186295774,36.829843393704145,-3.7581560914248557,4.88797426558413,1.033343787080605,32.299248822281676
timeout,150,-306.82815529309426,37.539755380983806,-5.312235974973748,4.715255294813945,1.9746803169328193,33.62360710798618
collision,131,-386.6098592072796,37.36684712277973,-6.691585407879391,4.043340843063949,1.1818819152898827,34.241021574469286
timeout,150,-322.26104711926746,36.825721205782,-8.27384627136972,4.6766063233243,1.4235240897669899,33.579823996657815
collision,65,-358.34238308297347,36.558958789993305,-8.878770355509072,4.646598014881531,1.7512286697218693,33.6362252566679
collision,90,-363.09424791806794,36.280911713168095,-9.815829259972807,4.074838752043741,1.3691460882109423,34.093031679754496
collision,83,-362.28478220156296,35.876975734100355,-10.460764232878432,4.363006107272092,1.851327322195461,33.83367967131533
timeout,150,-306.69454016342564,34.582784609772794,-11.873538426732013,4.209363784932279,1.0425096540065546,33.005590293567025
timeout,150,-302.8708212764579,33.520344193201524,-13.07496627925018,4.793160438049839,1.8588699270235542,32.37700650674894
collision,73,-346.3192414274167,32.99651779093042,-13.508477254517512,4.632541311944891,1.8947294913960644,32.276523043193514
collision,65,-343.32650449078704,32.355150093336476,-13.924561751151042,4.09423270210959,1.2066145778659698,32.05669897062945
collision,98,-347.90615616989396,31.135942646470646,-14.460958546112732,4.0347417165055575,1.4965452990600288,31.45023085471781
timeout,150,-281.8558859619302,29.589653012831178,-15.30562391622353,4.169796924109397,1.0223334093100234,30.21210475944651
collision,63,-317.69733024154704,28.94001103170341,-15.766221588241795,4.886685248565854,1.932655928008662,29.863234027227957
timeout,150,-274.42226606378273,27.991126818939776,-17.323347854898493,4.8701545402785005,1.8850437082698308,30.058969801951285
collision,36,-317.30377872443705,27.812254826084892,-17.826060311390503,4.535171549263851,1.620744749081673,30.331515506747564
collision,51,-328.1385184679636,27.67300207372907,-18.398117064282996,4.283263143251006,1.962225359894215,31.01005370626874
timeout,150,-287.22524590246485,27.81950348170995,-19.97027034750464,4.759247224381148,1.1646147192201461,31.28032585248016
collision,78,-344.44769964142097,28.06949511981478,-20.998967746712655,4.530064472538042,1.3104535690536454,32.43169860865014
timeout,150,-308.70100019694587,28.55771894302776,-22.612873426996646,4.7641274155612665,1.2271134258798089,33.68204226173418
collision,99,-377.63383280253004,29.39457334275538,-23.50513431705993,4.250740049665206,1.8361823005254991,35.69866496920328
collision,73,-388.73985527264733,30.141202224902575,-24.209055784729312,4.165517404658572,1.6866001616701407,36.6786204589942
collision,84,-396.5137154083425,30.86471500122388,-24.834723388379828,4.179552732082243,1.1353108318928142,37.236280194624065
timeout,150,-353.45606472094573,32.32696339503488,-25.701800895654543,4.807854684824745,1.6108841122734407,38.77220791426066
collision,85,-424.09299814274345,32.93302966243309,-26.33516249886037,4.211553391965414,1.04744452138237,39.68287245626361
collision,58,-421.34280611613565,33.35869291933388,-26.72154190909226,4.583991545136955,1.6767393629607694,40.4282799334927
timeout,150,-387.0894259861612,34.74728095892736,-27.417781116282253,4.235749396276686,1.5529054258224328,42.07438932438014
collision,92,-444.2419789818973,35.874250955504856,-27.553645206673142,4.77212664446289,1.0192946173874624,42.23452411060051
collision,149,-478.4458111296119,37.72829733535249,-27.285336486280823,4.363335987573039,1.2621091692582893,43.91101569304422
collision,66,-457.4031594124404,38.626607082316184,-27.00201690420052,4.803746976243745,1.2025372081307883,44.039558790141974
timeout,150,-410.521903977886,40.10540184565603,-26.239504831634605,4.739917715542077,1.4984821042515832,44.945671504748205
collision,116,-475.9703019119661,41.07994011748857,-25.476366797469737,4.630247748029186,1.290853303248745,45.222385449559525
collision,126,-477.20890048156497,41.75393876652873,-24.6317735546011,4.846547955548898,1.3088197236529848,45.11174875907826
timeout,150,-407.8454723084978,42.363122681924445,-23.029270602395602,4.822369936605694,1.3632404802425566,44.76943950511088
collision,40,-461.86696193997886,42.40131071800596,-22.45454574140812,4.570767621137614,1.0476429601235024,44.536534045280334
timeout,150,-401.7844020184067,42.075866908771935,-20.53009073873883,4.518918066884957,1.3970576347374015,43.48935780285284
timeout,150,-383.9356533689271,41.13576097601262,-19.790164341046964,4.819679292890448,1.6679244923709768,42.18183691114053
timeout,150,-364.5605473382719,39.35513777731188,-19.15616432394706,4.996171677916404,1.6031644549092312,40.143346681213046
timeout,150,-357.4805313948321,37.667286014865525,-18.90536332758913,4.5245643679516,1.5416900512183054,38.94254729779008
timeout,150,-363.4699157023611,36.1423628867441,-19.186058497068423,4.2723883762181325,1.1612326075131167,37.811473531140756
timeout,150,-337.0450535587769,34.676398862741515,-19.655438672471448,4.579954530033223,1.3983584241483469,36.72952945053129
timeout,150,-326.83356094285364,33.28302160539738,-20.44503397677215,4.853362709472735,1.2656237272115187,35.77147135467275
timeout,150,-332.30121850610095,32.40239006807409,-21.88338669574601,4.7480883186621785,1.8475235940976804,36.44058874980118
timeout,150,-350.2852698803892,32.97083766979077,-23.245894904422062,4.068342643764445,1.0198437300103174,37.73831329304558
timeout,150,-355.1518966628026,34.307236295171386,-24.019290583125837,4.947943307705772,1.8373550737379394,39.12204249970162
collision,75,-421.89988364285693,35.08639202105695,-23.8517768795958,4.333810412313524,1.1290846140409894,39.62025639198578
collision,66,-435.0298134101482,35.65099099779026,-23.49807207307969,4.466613313623546,1.6539055719894962,40.063541917893566
collision,92,-423.655333770957,36.21427194573242,-22.822778338612945,4.7267351861478275,1.8570279672180392,40.0069720233802
timeout,150,-381.1059139645792,36.8079704491488,-21.56796735163464,4.807488144867226,1.842777508519948,39.64963861895708
timeout,150,-354.1780861764712,37.06452205806141,-19.94643033298548,4.819458183946878,1.8607800373336119,38.926836095180896
collision,133,-431.01148528563925,37.242193954015846,-18.95891586435501,4.453204698982846,1.9641824513171398,38.895936285092205
timeout,150,-341.81337727257005,36.89255095452704,-17.16364334673604,4.640922380003112,1.767840653914775,37.397441519119276
collision,43,-386.42095517686744,36.606267162171086,-16.591513021538454,4.076837120957857,1.0473100305445167,37.003944350148394
timeout,150,-354.6657494841693,35.67091993984864,-15.551109034989858,4.439564624389705,1.3215551500341263,35.497666846442684
timeout,150,-318.8358659629921,34.401048687930675,-14.712917931653898,4.0404924500162345,1.1274307380223827,34.244415910517155
collision,128,-361.0802875238461,33.086083319257796,-14.761877720965163,4.720334008699728,1.9890899421752883,32.94253559762822
timeout,150,-297.939615443785,31.67597765013343,-15.809775788701332,4.439702090549027,1.6194014503709597,32.3355984263259
timeout,150,-301.1103775535121,30.873321517340237,-16.96520748838026,4.407958305383013,1.9808253994478229,32.54792792371708
timeout,150,-308.0029034730973,30.86955818664313,-18.388839851552568,4.48532032508853,1.391527864121119,32.975611510665836
timeout,150,-339.3474725466989,31.521544610507018,-19.744397889551156,4.328994645918717,1.8315786271896737,34.712498271193084
collision,146,-380.060514187903,32.64019941396038,-20.06271320822377,4.724226338069243,1.3219829488172654,35.1654202662622
timeout,150,-355.83951900370784,33.7500769409228,-19.480655098614555,4.908129929188404,1.5945616593126597,35.72145950015636
timeout,150,-333.4366351382157,34.54858561584133,-18.560437229381797,4.439126367437048,1.735461479103234,36.31119717960842
timeout,150,-331.79677675256534,35.480452547292714,-17.29496073639604,4.67044094279761,1.977092729486357,36.341007964295
timeout,150,-325.66978314236314,35.760050867598515,-16.024045292078103,4.947392499839579,1.8999899974288983,35.646752401133504
timeout,150,-326.98125993214273,35.28884272465045,-14.691945333295852,4.03341275950007,1.278628180544085,35.09930370630429
collision,88,-364.8937291627393,35.32010063708342,-13.917559760747036,4.508098427358666,1.4731129676164627,34.44201340229219
timeout,150,-306.9895464303925,35.55547400549869,-12.401675332137458,4.8692820473381975,1.202097189609581,33.56642673440999
timeout,150,-308.1184298118547,35.352417843992995,-11.548329912694195,4.714614884894019,1.660208458681435,33.36375962131181
timeout,150,-309.90364980591175,34.57417471702849,-10.353437541857707,4.397329374511515,1.516023106650262,32.42724303595154
timeout,150,-311.36510585616594,33.60166329233815,-10.057126621467642,4.168043130700118,1.0157830431229908,31.447532880335295
timeout,150,-285.61141124159946,32.15678747231439,-10.904275746716326,4.102331924604977,1.5998581387407147,30.714912344068942
timeout,150,-279.6765641428328,31.609980242227245,-11.81867047066165,4.411360386440486,1.3015721311549302,30.197776209352245
collision,128,-352.02351687879957,32.38915199077468,-12.933311258962123,4.254235156904651,1.085407214998753,31.434026355224606
timeout,150,-304.10367545569767,33.78864863716589,-13.691367449488517,4.411950955338504,1.0661596733587313,32.87514218176181
timeout,150,-331.166435246137,35.133908863226566,-13.586880488551879,4.821230094354865,1.7249960055735878,33.960448405699196
timeout,150,-324.1611567821139,36.441379634604964,-12.804302180929158,4.3344946240046545,1.1956700721326237,35.026436989371476
collision,99,-373.8621008841692,37.18944888745952,-12.081554353466158,4.829945781353461,1.4354248269358392,35.06916262811972
collision,78,-381.492083503528,37.618259396302015,-11.423668221509104,4.362850838416826,1.8388256297985448,35.80245719930179
timeout,150,-329.14759680106766,37.666764871878996,-9.885169571942342,4.058267746897396,1.7194213770668525,35.55555666972073
timeout,150,-320.66898845544205,36.858231029875306,-8.616370338144746,4.420103139347904,1.635977198460874,34.01974090221081
timeout,150,-303.58700487694944,35.68569845554112,-7.441698188429303,4.174061318166244,1.0405624810890974,32.63329620408031
timeout,150,-322.10719874140324,34.50676274704578,-6.868648037167354,4.259338228634455,1.0904420226411913,31.27704916671542
collision,140,-326.3872968737667,33.1436708395406,-6.959466404640408,4.30124612056591,1.8654223281326439,30.162296411505984
timeout,150,-270.67839210253265,31.777081187203045,-7.31886289797893,4.606933438767233,1.5656579892525015,28.58586434004547
timeout,150,-280.79057121454287,30.65532529546947,-8.380744771324347,4.066515864513582,1.3642389618182293,28.31835967910045
collision,69,-287.8296224374367,30.20359150545505,-9.134906308693438,4.869063090833161,1.1006172149112698,27.32406030943332
