event_type,step_count,episode_reward,robot_x,robot_y,goal_x,goal_y,goal_dist
collision,60,-58.483647090910644,0.7471297024264293,0.069499306231801,4.85807934270437,1.33524791622234,4.301398201584493
timeout,150,-41.627013246121706,1.883043503256302,0.3185127600571696,4.904632326868414,1.5908105849217362,3.2785272263827148
collision,118,-57.5884406526658,1.560452675942859,0.6088622979401195,4.467441736066714,1.9573955264428715,3.2045479032237654
collision,80,-70.94865292584997,0.7680895939077946,-0.011528395417152188,4.085322688863524,1.2702861113170223,3.556273869648363
collision,125,-61.112489123985334,1.3719991222914871,-0.023356031768913516,4.953366977515095,1.9363738690590628,4.082491518500458
timeout,150,-59.9601024719306,1.7063989134206694,0.027393380885467743,4.262457088223944,1.990183085926145,3.222728164023816
timeout,150,-31.130558938718416,1.9998045206588857,0.47028360182870754,4.654953458878361,1.1970948469965128,2.7528295388981827
collision,109,-64.61159085374561,1.098431959075112,0.29187188699706157,4.8791390248832665,1.5345162148215996,3.9796872795392106
timeout,150,-34.02758678103019,1.7308631687776106,0.4609018679296792,4.948896935564683,1.0334832788959738,3.268576264425529
collision,136,-63.58306943502852,1.701768182223185,-0.38989676615473395,4.800891439336329,1.7266410777123773,3.752905195618619
timeout,150,-33.77327724017077,1.718769647311662,0.346258884369334,4.365993473240771,1.2979052123178958,2.8130810009782388
timeout,150,-30.06443670296898,2.3389790411476907,0.21204212522742535,4.126527374749483,1.8186767431222144,2.403456644164916
timeout,150,-33.8679793325279,2.0601733142523835,0.04728533241175445,4.069738140571041,1.1249818079733602,2.2803027177581146
collision,149,-52.82710441871939,1.929202294150621,0.43944513891466036,4.351213083163312,1.2104804939778178,2.541777287814817
collision,140,-58.65064864292682,2.173450496156209,0.018996074556109042,4.634192708967493,1.467405068349022,2.8553705278319965
timeout,150,-35.561857758645665,1.9663101927988464,0.19586234154506316,4.251093127541218,1.91590960395392,2.859859374831246
timeout,150,-32.121470363485855,1.9234916030542653,0.43803691538648787,4.772345077799226,1.2413509525327884,2.959945871606899
timeout,150,-56.17879708392397,1.5704641937746082,0.40133397997038966,4.150590845417943,1.1058947285015646,2.674595181871652
timeout,150,-29.104728772138554,2.1943826690188057,0.5123403651495089,4.496522203188784,1.2691640058786122,2.4233506675582093
collision,65,-58.97317935433735,0.6636023445606334,0.03582031230879429,4.673765542394664,1.8831208966771071,4.415192897515348
collision,131,-85.9610834400695,1.5096415169659274,-0.07236957395408596,4.485447109607676,1.1814958709985344,3.229179072031178
timeout,150,-36.783263037875145,1.8314079976588353,-0.2966281718019828,4.1539924880453505,1.8961058580729073,3.1941323142217146
timeout,150,-55.30789256091499,1.9422978181104162,0.36438949528421366,4.215955432936515,1.2171548497779425,2.4283178744310887
timeout,150,-31.70125832921212,2.018995949573081,0.1639611549069273,4.637032586981012,1.126666070462732,2.7894294379398694
timeout,150,-32.38117446620381,2.056958606133836,0.02298118005602567,4.214012693544397,1.559232803536164,2.6481977619996533
timeout,150,-38.488367842258356,1.8749691517843434,0.5639885776867518,4.265264038335304,1.2300024075231373,2.4813472280607964
collision,46,-57.873890807246696,0.6855147441137531,0.04952455055330809,4.724900250965979,1.1203925044520202,4.178922522332166
timeout,150,-39.785391376463295,1.9112413497299254,0.6322189360442473,4.692002763595555,1.3551739585546585,2.873203439615268
timeout,150,-51.10128219074133,1.4740057802587294,0.49422479843996403,4.666188364966401,1.8886541519762496,3.4834555941068883
timeout,150,-33.634199132020406,1.8437945474275592,0.33970214616755323,4.567938470660877,1.9063719056790878,3.14251718370114
timeout,150,-34.741002159610474,1.8987046023411844,-0.43798368282499683,4.258008773737135,1.156095350737219,2.847350371557561
collision,44,-53.066440473617455,0.6275882104471153,0.08499030859133225,4.168474847529678,1.017078533781958,3.6615115234297533
timeout,150,-31.283971880722415,1.9507403945062545,0.3690659845149976,4.24990642415127,1.3507466911062402,2.4999722881598316
timeout,150,-35.01477954166443,1.7963703368618975,-0.0974314566615709,4.689653710309702,1.3781433497425524,3.247831536327596
collision,148,-60.45212082035934,1.6800328293547324,-0.4789093748554317,4.530664684562576,1.5548825436084552,3.5017726284747175
timeout,150,-31.623371618941697,2.219019472627838,0.1531201194405445,4.601012989233,1.8557622202193849,2.9279486396611554
collision,94,-52.115491209990246,1.3622982055196184,0.17137938026373656,4.164431723375023,1.682949429900122,3.1838335802686757
timeout,150,-32.87092184245935,2.255609304926236,0.07396632598006915,4.630932106438812,1.3083944923267028,2.676933191033251
timeout,150,-32.81915617414255,2.034298917989224,-0.02544434405672148,4.135520001117792,1.451138476547719,2.56815631656022
timeout,150,-32.27190517496025,2.1978655315006668,-0.021238578912424488,4.8730905601860695,1.6088227345155282,3.1327190808687706
timeout,150,-36.65105394206901,1.6863794814460096,-0.24331282201819812,4.133766914073549,1.635967114720994,3.085676315820193
timeout,150,-34.663236644921234,1.7266412267904199,-0.017461738233146066,4.476616638128288,1.2212159582017406,3.01607148433324
timeout,150,-35.79393114053877,1.8308773866386596,-0.04231685786062895,4.744745868142542,1.922590006703186,3.514468453964517
timeout,150,-34.65961627889858,2.0412449611553467,-0.20773542374442777,4.554276210898308,1.7967368937091068,3.214535010483198
timeout,150,-31.434514171263718,1.854398048711224,0.6939670551149474,4.384330639199045,1.0528780001840552,2.555264365756079
timeout,150,-48.67098668790008,1.856894223441264,0.8301290254017494,4.367644285712187,1.7087674190278088,2.6600509961177856
timeout,150,-33.92959412673742,1.947448241525886,-0.04715685980756187,4.213966835877788,1.6582833796345766,2.8364824957773638
timeout,150,-32.03292526154942,1.9779179170018741,0.45037705224940067,4.621591895289281,1.3607369142149428,2.796027035232651
timeout,150,-32.942141551160326,2.026800185738455,0.10899177479466042,4.457255463920061,1.777456610437071,2.9480311679180193
timeout,150,-39.19643682697308,1.9030575626612143,-0.3306356047894846,4.819672945151446,1.9806472988261268,3.721380651038597
timeout,150,-35.05645182146718,1.5738724448180232,0.4670371942963935,4.167375930911981,1.3448892525274356,2.738043931079629
timeout,150,-32.53513388374185,1.9142609373462536,0.9248399624262043,4.947278289044586,1.0487867627011702,3.0355488902341157
timeout,150,-38.55634887107064,1.7604219603197857,-0.4766049861982284,4.805176642181269,1.8879259751089768,3.855066502629728
timeout,150,-30.75157235682155,1.9587550888249137,0.5322485719579507,4.382058362441514,1.013871085284256,2.4707001034653473
timeout,150,-31.812435386452357,1.9913423628788183,0.19161649925726212,4.226559131097744,1.4523911239068235,2.566270962912393
timeout,150,-35.79859258753421,1.5023226604599602,0.5839989455400002,4.894420841985891,1.531936621956253,3.522061315690142
timeout,150,-33.97285144838589,1.951472653902191,0.13220706016659237,4.71404557185333,1.9145986083814153,3.287663115062841
timeout,150,-33.770589673432774,1.8031003799158702,0.35901115502870357,4.565520206701182,1.8507957874617198,3.1394879660511363
timeout,150,-30.95626778481434,2.1312603691092358,0.24624360353715935,4.609803553161584,1.3103876265451926,2.6973280884823922
timeout,150,-36.512161820325645,2.198871287695694,-0.19348841471759629,4.5155703395191455,1.8065557893121462,3.0605998292479604
timeout,150,-33.415968417759586,1.8179458528135992,0.4032204432397229,4.634784727133935,1.746396702893351,3.1206896206414645
timeout,150,-31.69956240384577,2.022306973150069,0.4490308642737609,4.524664514923791,1.9099560583539543,2.8976017134123313
timeout,150,-33.342715278451514,1.8053919669980065,0.3079655708659195,4.69199947275853,1.254405137043236,3.037803605360113
timeout,150,-32.31755572307617,1.937074287021754,0.47924933483456084,4.895237647360501,1.4919643817085881,3.126711088766548
timeout,150,-39.33139759590727,1.6069965196389069,-0.8213675043261934,4.795080366101546,1.1865445819608076,3.7677034859889695
timeout,150,-40.027805528323896,1.5993387597361544,-0.7904266089979667,4.150011044026164,1.517662599368665,3.4399425715589675
timeout,150,-31.506069562259892,1.7468857390310706,0.8559824282893473,4.144036591946458,1.3920453781387843,2.4563582185492097
timeout,150,-37.731240064796225,1.5953335902883305,-0.13489615337157645,4.963407243978786,1.6691070783394872,3.8207784281096093
timeout,150,-31.360782960435365,2.0200709179928666,0.48268047266505815,4.863477463251784,1.2590340884577191,2.947488035323569
timeout,150,-32.21165713342675,1.94798569576648,0.2615721418896262,4.55258601322227,1.3803235477062727,2.834704133010626
timeout,150,-32.661520650572484,1.9922157060258747,0.02322371589318466,4.431783009066486,1.393015471852597,2.797823811600582
timeout,150,-32.33446323373402,2.0029313494851357,0.07160109983640164,4.5849779716322985,1.2795500426669428,2.8506324574429085
timeout,150,-33.38321380898666,1.7636691255803718,0.612127132689754,4.887105455623625,1.122507582356825,3.1648606148196206
timeout,150,-35.442094160954774,1.81402610904696,-0.48036164522713376,4.07141877302507,1.1487690392488121,2.7838621421477128
timeout,150,-29.611400077511284,2.083238615571669,0.9320465018622338,4.660933705855587,1.2284552891443874,2.594681126391429
timeout,150,-33.83462912556494,2.010415827960782,-0.13498829413920987,4.972049781347903,1.386734572469863,3.3297021122941857
collision,126,-52.52076740103909,2.020975046662927,0.07245098761397832,4.726178463695847,1.9557931666405723,3.2962256128528624
timeout,150,-39.32097854699683,1.5351237837414669,-0.6454671738274473,4.675724240448773,1.3151373914811932,3.702342702962439
timeout,150,-32.9763756946689,1.8357065296709434,0.31968218906434037,4.40550221498643,1.5663722433111766,2.8562363269911804
timeout,150,-38.56496309185839,1.826758468446381,-0.9016820655681131,4.10442617408787,1.3463962783005283,3.2002541176433685
timeout,150,-33.17116469599935,1.7986922642681686,0.62969056572925,4.829172066789126,1.5990985832566573,3.181754191940961
timeout,150,-36.153322542977435,1.7306679049826188,-0.03496099257341758,4.65523807772393,1.8079895978041685,3.4568161035642664
timeout,150,-33.013539436771865,1.8571582605008574,0.47680358285646834,4.983926718677607,1.2344024454558493,3.2172405921318474
timeout,150,-38.759027097043074,1.7360311604543646,-0.606087675833569,4.45286224993975,1.7153321731327087,3.5735362435504925
timeout,150,-34.08401431712169,1.4508597843179722,0.978493435662917,4.255809879585456,1.8408336014915194,2.9345145422271073
timeout,150,-32.84984931437824,1.988735920373954,-0.07464926897019196,4.370372307615192,1.3072849888112612,2.7535312189734604
timeout,150,-41.122901380950815,1.3509624055028757,-0.5378428072351819,4.882585191134612,1.5736459813475445,4.114698580006051
timeout,150,-33.97186147868877,2.032843393683946,-0.3988158601318892,4.650135453778349,1.1953306843749978,3.0645588480556953
timeout,150,-37.78266990338169,1.4860096951767412,-0.14602987804607875,4.727143996248099,1.3864636434944009,3.5851761394867143
timeout,150,-37.36020397717707,1.906894721733047,0.9299174651174968,4.834124666203411,1.0535889969201593,2.9298412577445876
timeout,150,-34.9359820009033,1.7667469133905824,0.09505841162339583,4.892374081001618,1.4468701442791654,3.4054280423250733
timeout,150,-34.27412532057347,1.6721148227632012,0.08599367540675311,4.271470141370196,1.1251330380974243,2.799367551334345
timeout,150,-35.54159141585236,1.609002238367173,0.19097748466337516,4.891876436595896,1.0790929875101094,3.400884024454905
timeout,150,-34.73970737159992,1.7117968081942243,0.15401017679291856,4.856135149350838,1.1390956880414755,3.295035215007475
timeout,150,-33.084043435117316,1.9085784404830883,0.4034807063473707,4.480309602408566,1.6342751271295404,2.851079808677246
timeout,150,-36.82397216478587,1.6149353039897183,-0.23475408861822036,4.609425080036455,1.3291920778375994,3.378297889532581
timeout,150,-37.85567264706056,2.0738772352048405,0.5891743304072836,4.297343284708751,1.634932680778126,2.457114527381024
timeout,150,-42.37339463862743,1.320720237525961,-0.56114920029823,4.7036985849056006,1.9866425954592646,4.235066178156922
timeout,150,-30.96119608952109,1.893190848886552,0.5503764702104095,4.2135627935469735,1.0286221482398963,2.3691443371228083
timeout,150,-36.04381761167643,1.4795274829682896,0.21992060563244023,4.5319486184782045,1.2078558552876277,3.208315889375436
timeout,150,-34.06730567693541,1.695516855684397,0.7688194953149927,4.841312910517657,1.991295944427073,3.374978738783133
timeout,150,-35.19848744582199,1.6884977466406959,0.04904594234559227,4.497425544224223,1.4638941576467217,3.1451344715891296
timeout,150,-36.421953773652575,1.664467082770672,-0.013857297204782739,4.228578620457404,1.9302155587483827,3.2177767553004846
timeout,150,-37.04761758673951,1.5449660047003604,-0.2713552386700968,4.446064703756409,1.2034553259144536,3.2544492411274293
timeout,150,-37.256761651573115,1.4893767979838675,-0.0827071926070363,4.001032510982007,1.6866958141060806,3.0723283387036635
timeout,150,-36.38650964367776,1.6345270505735907,0.10053626972168772,4.4517079255003456,1.9858401617781107,3.389819884220424
timeout,150,-37.327115531944315,1.5661665849369288,0.38870647017217896,4.27412205361566,1.0563320326473633,2.789040464392252
timeout,150,-36.15006191697854,1.4041365501648402,0.35739897090148476,4.413415815062266,1.2641894379167757,3.1429334458768614
timeout,150,-38.244573657646775,1.164987069484454,0.18837754474663929,4.186141988257076,1.2558954753720075,3.204211537247608
timeout,150,-36.59979725727902,1.438515160024959,-0.06399985441818964,4.241969588367396,1.0739439669062016,3.0256028940168562
timeout,150,-33.58448833999634,1.8593683614823298,0.07384676292049154,4.85472662706763,1.0497685925860503,3.150332451794247
timeout,150,-37.880353789721866,1.2937746755540804,0.007963298256252164,4.262604171636964,1.2576806795643716,3.2211398774277673
timeout,150,-34.52219999824324,1.6342215075182942,0.3237433788950506,4.594197858980371,1.1712282206234759,3.0789106122416414
timeout,150,-33.96839114581694,1.8291021396253313,0.14103036514759004,4.934821530026222,1.1896474823040326,3.2779705292002808
timeout,150,-38.88936300658037,1.3117863463028454,0.06392428215624829,4.971337812590421,1.383026819257322,3.8900319327473434
timeout,150,-34.55285333281822,1.5717262795537636,0.31872855427481983,4.046591464004422,1.5551599646188337,2.7665357965678443
timeout,150,-36.83371559181768,2.10841375088468,0.7266210272282946,4.776543385003716,1.0953518908455115,2.6934881091714664
timeout,150,-34.529618644229984,1.5359534512651671,0.28645175831558867,4.109095981757629,1.1195055903368318,2.7046332781496325
timeout,150,-51.29386587454762,1.3569543791253753,-0.4467503447302908,4.80936251815739,1.1830481316198571,3.817769641029663
timeout,150,-37.330226579734145,1.4655666781709118,0.07111220235018527,4.888167312425314,1.3064319940636406,3.6387099485116443
collision,133,-50.0969201937586,2.0633440442162123,-0.02814687002434126,4.364682361050157,1.472967446458506,2.747635754549329
timeout,150,-33.69237191955574,1.6478513448703764,0.4558578956109756,4.081885775391381,1.7297931382073428,2.747259472873062
timeout,150,-35.05113461530719,1.6188659864487192,0.2544266420960729,4.651856523255124,1.2888498849604626,3.2045378827118403
timeout,150,-33.34474082493942,1.6264411683550397,0.6126636195656842,4.080358082189324,1.825446133088947,2.7372522070700356
timeout,150,-34.23973448067484,1.6118070527731667,0.4615845353472724,4.49386423017272,1.2489762323909361,2.9876812511333237
timeout,150,-30.04308176600185,2.006366231566076,0.6734068983548513,4.108149266462734,1.784088037968301,2.377205190906422
timeout,150,-33.3508704185412,1.8109280600100497,0.3490412804927827,4.3658674125793695,1.779444398348386,2.9280997549397743
timeout,150,-65.7869652043079,1.709022004438821,-0.1654026947332304,4.776789144501509,1.4547007463972406,3.4692838433329722
timeout,150,-37.984663039767575,1.390280278912656,0.18050152892937651,4.87105487978792,1.634648002972197,3.772311465145676
timeout,150,-40.133496449168426,1.529477871327303,-0.3997455882674253,4.930614172246239,1.9672900241935567,4.14374054787303
timeout,150,-39.910170616760865,1.3473453631238383,0.1781505689372333,4.026470987589479,1.471568261862171,2.9750030991647183
timeout,150,-37.317895592969904,1.3783721769706119,0.49733775928970303,4.976674220100586,1.674650050554296,3.7860060518646863
timeout,150,-37.72195385548531,1.3472070829812612,0.1357124861366587,4.297789635075744,1.7110120819836978,3.3447729688874603
timeout,150,-32.8136772172717,1.8992455667746606,0.339921622651678,4.517978914906533,1.727397218282447,2.963587838598499
timeout,150,-36.831091950290684,1.5131498724516241,0.1062716341870307,4.571712652816382,1.2240159106583715,3.256402700683231
timeout,150,-39.718235535826985,1.1802503278667267,0.1006943415941865,4.445601478747678,1.9037588188184804,3.7300884235615204
timeout,150,-54.46125538817083,1.2784437809364102,0.4222309624829275,4.00712002514181,1.7978328371827317,3.055806696008192
timeout,150,-33.72828790919088,1.5986123300496315,0.4675689812314057,4.198948077169577,1.167374889924822,2.692856161697476
collision,100,-57.70018719184603,1.1258879737484848,0.17399658230987397,4.23427538002786,1.225497384306386,3.2814213694854137
timeout,150,-33.19333753447089,1.564463691222078,1.0860280928665247,4.134433753732956,1.0936754913335007,2.569981440576075
timeout,150,-40.381710567797,1.4534703687706272,-0.14843702067253892,4.687677958761426,1.6986640046616488,3.7244974067576817
timeout,150,-35.55630320899313,1.2791461810603653,0.731173459601333,4.006111009600927,1.544291987442131,2.845610464630611
timeout,150,-35.445387069523846,1.6386696345217178,0.2918527567721264,4.524710356479331,1.9373056778312272,3.3221598944390904
timeout,150,-39.0387427211903,1.2021819223448635,0.1862870201619171,4.540634576701762,1.690029565751735,3.6614898291268765
timeout,150,-36.71086111492978,1.3349212703762732,0.31434475598611855,4.414538369824838,1.0008479811695299,3.155206515808944
timeout,150,-34.54908005871478,1.6202936089391151,0.42119910482970097,4.316295880481723,1.8226383512853412,3.0384963731538424
timeout,150,-36.89483625165245,1.44715053825026,0.06829449471726194,4.543311569709306,1.2891482711361693,3.328167224783311
collision,42,-54.199463377853384,0.6049928623706408,-0.0022789008610113693,4.193956566187328,1.343135532830692,3.832858002287531
timeout,150,-35.31250576360672,1.580955926865533,0.23385496693569902,4.226942610150539,1.6880385193072445,3.019254101944637
timeout,150,-35.63205878374982,1.5272085188227607,0.4445605735422027,4.833869381766641,1.0736407591710821,3.3659690941058322
timeout,150,-35.996770807257505,1.4735732039773481,0.24609561916252357,4.151513745048945,1.6846914454703472,3.039888730362532
timeout,150,-36.5925902714578,1.4311942264650017,0.20605887137800658,4.1895241303411765,1.7056807525185513,3.1396257173448325
timeout,150,-37.79495067824486,1.4423296290599108,-0.01852130056261723,4.73927450453407,1.4530740162801996,3.610462337217912
timeout,150,-33.583082346953766,1.6567330741093238,0.22155333037780714,4.012414930785223,1.1429650994521352,2.5294735930743957
collision,46,-53.87210262555388,0.7004967970759552,0.08296031961131493,4.295559274051198,1.1287585442402777,3.7440844194532334
timeout,150,-37.09287613280305,1.3304948389681621,0.3852953526826917,4.519944471144085,1.5276984554896815,3.387871574527312
timeout,150,-33.71855333341689,1.7450995047266138,0.03988002585497401,4.006426089313525,1.2564682740299324,2.567817144532865
collision,111,-59.14484944605665,1.0567721687710123,0.31959620600644234,4.921149541058678,1.4319776301217508,4.02129393456456
timeout,150,-35.16686850574327,1.5618196919494483,0.24857202427067498,4.1964555695032875,1.5722077626588793,2.9484432799754474
timeout,150,-34.651454525416305,1.6081921766538658,0.27912765015372587,4.040240975510144,1.6915046981921797,2.8124136050453323
timeout,150,-35.91518172127985,1.5576401317389286,-0.053667793631767935,4.462621220804618,1.0739257871801078,3.116148650388397
timeout,150,-38.64877355672439,1.1989614237566846,0.29102467389522535,4.360618467493377,1.9132741382828327,3.553557173722652
timeout,150,-40.84487466013458,0.9942092413350628,0.024203140344694132,4.536753074716943,1.2935419134996442,3.7630888552446513
collision,78,-58.469963918349634,0.857007993688221,0.06019303508175382,4.5161130050155105,1.45712429926117,3.9166907512289484
timeout,150,-37.870072713768444,1.4749902371272987,-0.043008440671118774,4.669591634109083,1.5045190244522926,3.549692851629456
timeout,150,-40.23442444687668,1.1021219475641086,0.11320563399521692,4.95726086021009,1.048776900190264,3.967037891163512
timeout,150,-37.98103199444612,1.372406232814028,0.5797115962898833,4.9284335208787295,1.9401038216723199,3.807360907550238
timeout,150,-36.83390378028227,1.4173784986197555,0.30387877896520066,4.434990267399142,1.8182746822540539,3.3762961568816676
timeout,150,-35.81370336957337,1.5655215913396225,0.4032046552951652,4.779107628956086,1.8224736830324773,3.5130413880650337
timeout,150,-38.0311508474755,1.3307744779492738,0.23028918874890938,4.914431079199496,1.2422813630625558,3.7238048816440905
timeout,150,-38.762172745913254,1.3928639201276096,0.0359835936569912,4.802579646119455,1.866408080324263,3.8699631953633933
timeout,150,-35.84577560514467,1.4977008818822681,0.15894994733522888,4.372208273460413,1.2547479917039857,3.07629096450251
timeout,150,-35.57508954582308,1.6622186472084965,0.26871245280613004,4.7074602210453085,1.9111909305337176,3.4599467904611534
timeout,150,-37.94658156389911,1.2760369410459786,0.30833670545160613,4.741550155130222,1.1571030212824045,3.5679386339848236
timeout,150,-36.793421139165396,1.4004627095267503,0.2690514814750577,4.277163466649585,1.7655635382895816,3.242677224489407
timeout,150,-34.05277418431955,1.6121221619350115,0.3533233560102547,4.064361071647582,1.5109054194882834,2.7117285822873844
timeout,150,-36.78081720887859,1.4284453065318776,0.15497918093816546,4.461532250645077,1.4037660250270232,3.280104417929307
timeout,150,-36.869051285945545,1.5253966189247203,0.15837118874891068,4.401075325784305,1.9871415055809507,3.407921492172549
timeout,150,-34.189792184797305,1.743862599445761,0.39542378006330414,4.944661544637925,1.361267211249932,3.3433467395873895
timeout,150,-37.40335483983638,1.4243683245426535,-0.07435330561384733,4.1019169055379905,1.509944038069111,3.1111516319188013
timeout,150,-35.07066510122801,1.7941934770428267,0.17037559334746163,4.88389832380034,1.837800005528472,3.5109229855429835
timeout,150,-34.54582841577408,1.6213107116528602,0.3340389302178441,4.463959893144815,1.3721452430463676,3.0262714824964583
timeout,150,-32.131636110246035,1.829881035804237,0.5653171800498095,4.4232988226267755,1.519847519790733,2.763502123482708
timeout,150,-36.14292589535815,1.4092110781101406,0.7722618619691655,4.831135117288703,1.2946476051865807,3.4615677076470623
timeout,150,-35.748730663272276,1.3587311438218308,0.37732725952517304,4.009236557254203,1.2915184436314537,2.803734022287413
timeout,150,-32.48952431575438,1.9599576159914258,0.2811518364867906,4.143190686365543,1.8731004386167052,2.7020005535526046
timeout,150,-35.58726680210229,1.4396706637550636,0.22897834657571314,4.0923568105969546,1.2145794993808308,2.8298680934025273
timeout,150,-35.42280915626958,1.936257413668225,0.29578683099850483,4.618541236286158,1.6291991648313267,2.995435687357578
collision,138,-65.08763652496424,1.5198255421655948,0.08810432339538728,4.203275222167272,1.4360992105843118,3.0029972362605633
timeout,150,-35.60305794078677,1.6862249668273837,0.26240544534498383,4.729883728622662,1.8352151582492855,3.4260164989765123
timeout,150,-38.951778188960205,1.1921715379857987,0.49328950355528106,4.923845785871943,1.9055980740713303,3.989988495057311
timeout,150,-34.995949908695046,1.5740548153956153,0.5512781170738564,4.572283269728806,1.0248111367993502,3.0353924598218827
timeout,150,-37.477298067307125,1.5383942459738622,0.15114346553977567,4.682111920546024,1.5844389460613908,3.4550393271135267
collision,53,-63.4857306215972,0.7457950064770927,0.10570648625813056,4.327059564748598,1.4648260671193503,3.8304910744461966
timeout,150,-35.88683919796255,1.4741768876222316,0.7154942141938662,4.958478685548625,1.4337391580443761,3.557560233980575
timeout,150,-44.07567526239092,1.7093821992845561,-0.03497180669882927,4.872986694416906,1.8894454552778477,3.7029414253827215
timeout,150,-36.04146694883591,1.5627157932527058,0.2797766882231242,4.830762453752387,1.548961563603644,3.5058464346142975
